region_no,region_n,led_no,hour,avail_norm,led_val,subzone_no,subzone_n,subzone_kml
0,CENTRAL REGION,6,4,0.31605590062111805,80,5,LORONG 8 TOA PAYOH,194
0,CENTRAL REGION,6,5,0.2927639751552795,74,5,LORONG 8 TOA PAYOH,194
0,CENTRAL REGION,6,22,0.36099378881987576,92,5,LORONG 8 TOA PAYOH,194
0,CENTRAL REGION,6,23,0.24661490683229811,62,5,LORONG 8 TOA PAYOH,194
0,CENTRAL REGION,7,0,0.2643788959578433,67,3,BRADDELL,205
0,CENTRAL REGION,7,1,0.17167919799498746,43,3,BRADDELL,205
0,CENTRAL REGION,7,2,0.13498489814279288,34,3,BRADDELL,205
0,CENTRAL REGION,7,3,0.13341848210269264,34,3,BRADDELL,205
0,CENTRAL REGION,7,4,0.15262113617376774,38,3,BRADDELL,205
0,CENTRAL REGION,7,5,0.14958871537818905,38,3,BRADDELL,205
0,CENTRAL REGION,7,22,0.7712068633121264,196,3,BRADDELL,205
0,CENTRAL REGION,7,23,0.5289385322280059,134,3,BRADDELL,205
0,CENTRAL REGION,8,0,0.20095109568793781,51,1,TOA PAYOH WEST,210
0,CENTRAL REGION,8,1,0.16217627401837928,41,1,TOA PAYOH WEST,210
0,CENTRAL REGION,8,2,0.14162007583060215,36,1,TOA PAYOH WEST,210
0,CENTRAL REGION,8,3,0.17480399717241824,44,1,TOA PAYOH WEST,210
0,CENTRAL REGION,8,4,0.20023215089004562,51,1,TOA PAYOH WEST,210
0,CENTRAL REGION,8,5,0.40660947239894607,103,1,TOA PAYOH WEST,210
0,CENTRAL REGION,8,22,0.772666128598332,197,1,TOA PAYOH WEST,210
0,CENTRAL REGION,8,23,0.5812792247894835,148,1,TOA PAYOH WEST,210
0,CENTRAL REGION,9,0,0.2141270118590953,54,3,KAMPONG UBI,99
0,CENTRAL REGION,9,1,0.14511069198960524,37,3,KAMPONG UBI,99
0,CENTRAL REGION,9,2,0.09540895688024188,24,3,KAMPONG UBI,99
0,CENTRAL REGION,9,3,0.3172865859027207,80,3,KAMPONG UBI,99
0,CENTRAL REGION,9,4,0.37569423918564854,95,3,KAMPONG UBI,99
0,CENTRAL REGION,9,5,0.4139304345180964,105,3,KAMPONG UBI,99
0,CENTRAL REGION,9,22,0.7152533770633085,182,3,KAMPONG UBI,99
0,CENTRAL REGION,9,23,0.49716421119784926,126,3,KAMPONG UBI,99
0,CENTRAL REGION,10,0,0.26129997453526865,66,12,JOO SENG,192
0,CENTRAL REGION,10,1,0.19486089890501654,49,12,JOO SENG,192
0,CENTRAL REGION,10,2,0.08307868601986249,21,12,JOO SENG,192
0,CENTRAL REGION,10,3,0.07130124777183601,18,12,JOO SENG,192
0,CENTRAL REGION,10,4,0.05696142093200917,14,12,JOO SENG,192
0,CENTRAL REGION,10,5,0.2272647695441813,57,12,JOO SENG,192
0,CENTRAL REGION,10,22,0.6825502928444105,174,12,JOO SENG,192
0,CENTRAL REGION,10,23,0.4771294881588999,121,12,JOO SENG,192
0,CENTRAL REGION,11,0,0.3974872953133822,101,9,POTONG PASIR,101
0,CENTRAL REGION,11,1,0.3266751364577451,83,9,POTONG PASIR,101
0,CENTRAL REGION,11,2,0.2223908338038773,56,9,POTONG PASIR,101
0,CENTRAL REGION,11,3,0.28083474496517974,71,9,POTONG PASIR,101
0,CENTRAL REGION,11,4,0.32827733860342556,83,9,POTONG PASIR,101
0,CENTRAL REGION,11,5,0.4580910031996988,116,9,POTONG PASIR,101
0,CENTRAL REGION,11,22,0.6650668172407304,169,9,POTONG PASIR,101
0,CENTRAL REGION,11,23,0.5658126293995859,144,9,POTONG PASIR,101
0,CENTRAL REGION,12,0,0.27554020708193266,70,6,PEI CHUN,103
0,CENTRAL REGION,12,1,0.31461942112578606,80,6,PEI CHUN,103
0,CENTRAL REGION,12,2,0.21195221562972624,54,6,PEI CHUN,103
0,CENTRAL REGION,12,3,0.1705543513535027,43,6,PEI CHUN,103
0,CENTRAL REGION,12,4,0.10835981557339407,27,6,PEI CHUN,103
0,CENTRAL REGION,12,5,0.13087262807913444,33,6,PEI CHUN,103
0,CENTRAL REGION,12,22,0.5837123508269195,148,6,PEI CHUN,103
0,CENTRAL REGION,12,23,0.48799390143095944,124,6,PEI CHUN,103
0,CENTRAL REGION,13,0,0.428386571283123,109,4,BOON TECK,104
0,CENTRAL REGION,13,1,0.42139933151140047,107,4,BOON TECK,104
0,CENTRAL REGION,13,2,0.3858996083737463,98,4,BOON TECK,104
0,CENTRAL REGION,13,3,0.3774638091793264,96,4,BOON TECK,104
0,CENTRAL REGION,13,4,0.39496028588269966,100,4,BOON TECK,104
0,CENTRAL REGION,13,5,0.4027192191588743,102,4,BOON TECK,104
0,CENTRAL REGION,13,22,0.7771912716912717,198,4,BOON TECK,104
0,CENTRAL REGION,13,23,0.5472748015075601,139,4,BOON TECK,104
0,CENTRAL REGION,14,0,0.35588393613393615,90,2,TOA PAYOH CENTRAL,96
0,CENTRAL REGION,14,1,0.3234765393134958,82,2,TOA PAYOH CENTRAL,96
0,CENTRAL REGION,14,2,0.2844549405011361,72,2,TOA PAYOH CENTRAL,96
0,CENTRAL REGION,14,3,0.28537936074620857,72,2,TOA PAYOH CENTRAL,96
0,CENTRAL REGION,14,4,0.3042309706548837,77,2,TOA PAYOH CENTRAL,96
0,CENTRAL REGION,14,5,0.366958775752254,93,2,TOA PAYOH CENTRAL,96
0,CENTRAL REGION,14,22,0.6965675531490749,177,2,TOA PAYOH CENTRAL,96
0,CENTRAL REGION,14,23,0.5143093057386535,131,2,TOA PAYOH CENTRAL,96
0,CENTRAL REGION,15,0,0.0,0,5,HILLCREST,191
0,CENTRAL REGION,16,0,0.0,0,2,SWISS CLUB,153
0,CENTRAL REGION,17,0,0.43723035519832937,111,5,GEYLANG EAST,121
0,CENTRAL REGION,17,1,0.4009180716060681,102,5,GEYLANG EAST,121
0,CENTRAL REGION,17,2,0.3935419059674273,100,5,GEYLANG EAST,121
0,CENTRAL REGION,17,3,0.3733759307462137,95,5,GEYLANG EAST,121
0,CENTRAL REGION,17,4,0.3459714668572973,88,5,GEYLANG EAST,121
0,CENTRAL REGION,17,5,0.3196435141258875,81,5,GEYLANG EAST,121
0,CENTRAL REGION,17,22,0.5370737369092632,136,5,GEYLANG EAST,121
0,CENTRAL REGION,17,23,0.5154615344652274,131,5,GEYLANG EAST,121
0,CENTRAL REGION,18,0,0.39982623897561687,101,2,MACPHERSON,93
0,CENTRAL REGION,18,1,0.33618205658143446,85,2,MACPHERSON,93
0,CENTRAL REGION,18,2,0.27735996773217175,70,2,MACPHERSON,93
0,CENTRAL REGION,18,3,0.24922119625100891,63,2,MACPHERSON,93
0,CENTRAL REGION,18,4,0.23463830558116178,59,2,MACPHERSON,93
0,CENTRAL REGION,18,5,0.30731954375153037,78,2,MACPHERSON,93
0,CENTRAL REGION,18,22,0.6023308607737169,153,2,MACPHERSON,93
0,CENTRAL REGION,18,23,0.4605166428725425,117,2,MACPHERSON,93
0,CENTRAL REGION,19,0,0.0,0,1,KALLANG WAY,145
0,CENTRAL REGION,20,0,0.3952379355820922,100,1,BENDEMEER,174
0,CENTRAL REGION,20,1,0.3376324380180157,86,1,BENDEMEER,174
0,CENTRAL REGION,20,2,0.2761241430555063,70,1,BENDEMEER,174
0,CENTRAL REGION,20,3,0.22153346769061769,56,1,BENDEMEER,174
0,CENTRAL REGION,20,4,0.22307272436164352,56,1,BENDEMEER,174
0,CENTRAL REGION,20,5,0.2408740256339778,61,1,BENDEMEER,174
0,CENTRAL REGION,20,22,0.823584923854578,210,1,BENDEMEER,174
0,CENTRAL REGION,20,23,0.6317121922180023,161,1,BENDEMEER,174
0,CENTRAL REGION,21,0,0.6406520703395704,163,7,KIM KEAT,94
0,CENTRAL REGION,21,1,0.5415533708502458,138,7,KIM KEAT,94
0,CENTRAL REGION,21,2,0.4224842888905389,107,7,KIM KEAT,94
0,CENTRAL REGION,21,3,0.37878434323746824,96,7,KIM KEAT,94
0,CENTRAL REGION,21,4,0.38868900665775663,99,7,KIM KEAT,94
0,CENTRAL REGION,21,5,0.462367986977362,117,7,KIM KEAT,94
0,CENTRAL REGION,21,22,0.581789963039963,148,7,KIM KEAT,94
0,CENTRAL REGION,21,23,0.3465504781911032,88,7,KIM KEAT,94
0,CENTRAL REGION,22,0,0.4509554443430478,114,1,BALESTIER,175
0,CENTRAL REGION,22,1,0.39932780919074656,101,1,BALESTIER,175
0,CENTRAL REGION,22,2,0.336577728658209,85,1,BALESTIER,175
0,CENTRAL REGION,22,3,0.3467663523805341,88,1,BALESTIER,175
0,CENTRAL REGION,22,4,0.3471520883497941,88,1,BALESTIER,175
0,CENTRAL REGION,22,5,0.3767518796335267,96,1,BALESTIER,175
0,CENTRAL REGION,22,22,0.7543588772562476,192,1,BALESTIER,175
0,CENTRAL REGION,22,23,0.5517725840968923,140,1,BALESTIER,175
0,CENTRAL REGION,23,0,0.0,0,5,MOUNT PLEASANT,190
0,CENTRAL REGION,24,0,0.0,0,6,CORONATION ROAD,148
0,CENTRAL REGION,25,0,0.9245283018867925,235,1,ANAK BUKIT,152
0,CENTRAL REGION,25,1,0.9905660377358491,252,1,ANAK BUKIT,152
0,CENTRAL REGION,25,2,0.9952830188679245,253,1,ANAK BUKIT,152
0,CENTRAL REGION,25,3,0.9905660377358491,252,1,ANAK BUKIT,152
0,CENTRAL REGION,25,4,0.9952830188679245,253,1,ANAK BUKIT,152
0,CENTRAL REGION,25,5,0.9669811320754718,246,1,ANAK BUKIT,152
0,CENTRAL REGION,25,22,0.03773584905660377,9,1,ANAK BUKIT,152
0,CENTRAL REGION,25,23,0.4764150943396226,121,1,ANAK BUKIT,152
0,CENTRAL REGION,26,0,0.4722222222222222,120,2,KATONG,72
0,CENTRAL REGION,26,1,0.4759557038834951,121,2,KATONG,72
0,CENTRAL REGION,26,2,0.4878472222222222,124,2,KATONG,72
0,CENTRAL REGION,26,3,0.49392361111111116,125,2,KATONG,72
0,CENTRAL REGION,26,4,0.497657092772384,126,2,KATONG,72
0,CENTRAL REGION,26,5,0.5,127,2,KATONG,72
0,CENTRAL REGION,26,22,0.34277238403451993,87,2,KATONG,72
0,CENTRAL REGION,26,23,0.4020361380798274,102,2,KATONG,72
0,CENTRAL REGION,27,0,0.4541209265301415,115,4,ALJUNIED,301
0,CENTRAL REGION,27,1,0.45702776941844253,116,4,ALJUNIED,301
0,CENTRAL REGION,27,2,0.46070890599318337,117,4,ALJUNIED,301
0,CENTRAL REGION,27,3,0.47365822847980976,120,4,ALJUNIED,301
0,CENTRAL REGION,27,4,0.46826052883331354,119,4,ALJUNIED,301
0,CENTRAL REGION,27,5,0.4549505527533588,116,4,ALJUNIED,301
0,CENTRAL REGION,27,22,0.46642068400122233,118,4,ALJUNIED,301
0,CENTRAL REGION,27,23,0.48198490669535127,122,4,ALJUNIED,301
0,CENTRAL REGION,28,0,0.4943817878028404,126,3,BOON KENG,130
0,CENTRAL REGION,28,1,0.37853833439700046,96,3,BOON KENG,130
0,CENTRAL REGION,28,2,0.24413224844826478,62,3,BOON KENG,130
0,CENTRAL REGION,28,3,0.2361495513208308,60,3,BOON KENG,130
0,CENTRAL REGION,28,4,0.25571185091375653,65,3,BOON KENG,130
0,CENTRAL REGION,28,5,0.264099267842462,67,3,BOON KENG,130
0,CENTRAL REGION,28,22,0.7066648994280573,180,3,BOON KENG,130
0,CENTRAL REGION,28,23,0.42956891427286165,109,3,BOON KENG,130
0,CENTRAL REGION,29,0,0.5648307487660588,144,2,GEYLANG BAHRU,124
0,CENTRAL REGION,29,1,0.48360314737673227,123,2,GEYLANG BAHRU,124
0,CENTRAL REGION,29,2,0.351796517349078,89,2,GEYLANG BAHRU,124
0,CENTRAL REGION,29,3,0.31561197263353596,80,2,GEYLANG BAHRU,124
0,CENTRAL REGION,29,4,0.3110813176042287,79,2,GEYLANG BAHRU,124
0,CENTRAL REGION,29,5,0.2774866104246158,70,2,GEYLANG BAHRU,124
0,CENTRAL REGION,29,22,0.6288825101224023,160,2,GEYLANG BAHRU,124
0,CENTRAL REGION,29,23,0.725004006176513,184,2,GEYLANG BAHRU,124
0,CENTRAL REGION,30,0,0.522577224252697,133,6,LAVENDER,117
0,CENTRAL REGION,30,1,0.49800259556134135,126,6,LAVENDER,117
0,CENTRAL REGION,30,2,0.4554495612918165,116,6,LAVENDER,117
0,CENTRAL REGION,30,3,0.43669759787703333,111,6,LAVENDER,117
0,CENTRAL REGION,30,4,0.42913152595612275,109,6,LAVENDER,117
0,CENTRAL REGION,30,5,0.420619621194218,107,6,LAVENDER,117
0,CENTRAL REGION,30,22,0.23045706309819214,58,6,LAVENDER,117
0,CENTRAL REGION,30,23,0.3944068849053554,100,6,LAVENDER,117
0,CENTRAL REGION,31,0,0.4886054421768708,124,7,KAMPONG JAVA,129
0,CENTRAL REGION,31,1,0.36721014492753623,93,7,KAMPONG JAVA,129
0,CENTRAL REGION,31,2,0.358215025140491,91,7,KAMPONG JAVA,129
0,CENTRAL REGION,31,3,0.39104739721975745,99,7,KAMPONG JAVA,129
0,CENTRAL REGION,31,4,0.3391932860100562,86,7,KAMPONG JAVA,129
0,CENTRAL REGION,31,5,0.34108991422656015,86,7,KAMPONG JAVA,129
0,CENTRAL REGION,31,22,0.7821243714877255,199,7,KAMPONG JAVA,129
0,CENTRAL REGION,31,23,0.5486172729961549,139,7,KAMPONG JAVA,129
0,CENTRAL REGION,32,0,0.3333333333333333,85,2,MOULMEIN,140
0,CENTRAL REGION,32,1,0.3333333333333333,85,2,MOULMEIN,140
0,CENTRAL REGION,32,2,0.3333333333333333,85,2,MOULMEIN,140
0,CENTRAL REGION,32,3,0.356060606060606,90,2,MOULMEIN,140
0,CENTRAL REGION,32,4,0.3636363636363636,92,2,MOULMEIN,140
0,CENTRAL REGION,32,5,0.3409090909090909,86,2,MOULMEIN,140
0,CENTRAL REGION,32,22,0.6515151515151515,166,2,MOULMEIN,140
0,CENTRAL REGION,32,23,0.5909090909090909,150,2,MOULMEIN,140
0,CENTRAL REGION,33,0,0.0,0,3,MALCOLM,156
0,CENTRAL REGION,34,0,0.0,0,2,GOODWOOD PARK,125
0,CENTRAL REGION,35,0,0.775,197,4,DUNEARN,150
0,CENTRAL REGION,35,1,0.94375,240,4,DUNEARN,150
0,CENTRAL REGION,35,2,0.9875,251,4,DUNEARN,150
0,CENTRAL REGION,35,3,1.0,255,4,DUNEARN,150
0,CENTRAL REGION,35,4,1.0,255,4,DUNEARN,150
0,CENTRAL REGION,35,5,0.9624999999999999,245,4,DUNEARN,150
0,CENTRAL REGION,35,22,0.1,25,4,DUNEARN,150
0,CENTRAL REGION,35,23,0.73125,186,4,DUNEARN,150
0,CENTRAL REGION,36,0,0.48426573426573427,123,8,FARRER COURT,133
0,CENTRAL REGION,36,1,0.46984265734265734,119,8,FARRER COURT,133
0,CENTRAL REGION,36,2,0.4506118881118881,114,8,FARRER COURT,133
0,CENTRAL REGION,36,3,0.40734265734265734,103,8,FARRER COURT,133
0,CENTRAL REGION,36,4,0.36888111888111885,94,8,FARRER COURT,133
0,CENTRAL REGION,36,5,0.33282342657342656,84,8,FARRER COURT,133
0,CENTRAL REGION,36,22,0.5227272727272727,133,8,FARRER COURT,133
0,CENTRAL REGION,36,23,0.5034965034965035,128,8,FARRER COURT,133
0,CENTRAL REGION,37,0,0.0,0,3,HOLLAND ROAD,98
0,CENTRAL REGION,38,0,0.4385853556350868,111,3,MARINE PARADE,143
0,CENTRAL REGION,38,1,0.44193355799173173,112,3,MARINE PARADE,143
0,CENTRAL REGION,38,2,0.4391630753700556,111,3,MARINE PARADE,143
0,CENTRAL REGION,38,3,0.4103109653975531,104,3,MARINE PARADE,143
0,CENTRAL REGION,38,4,0.39686576151011427,101,3,MARINE PARADE,143
0,CENTRAL REGION,38,5,0.3910289649972903,99,3,MARINE PARADE,143
0,CENTRAL REGION,38,22,0.42721411464787645,108,3,MARINE PARADE,143
0,CENTRAL REGION,38,23,0.4358561556704112,111,3,MARINE PARADE,143
0,CENTRAL REGION,39,0,0.0,0,1,MOUNTBATTEN,300
0,CENTRAL REGION,40,0,0.4666666666666666,118,4,KAMPONG BUGIS,64
0,CENTRAL REGION,40,1,0.49722222222222223,126,4,KAMPONG BUGIS,64
0,CENTRAL REGION,40,2,0.5706349206349206,145,4,KAMPONG BUGIS,64
0,CENTRAL REGION,40,3,0.5190476190476191,132,4,KAMPONG BUGIS,64
0,CENTRAL REGION,40,4,0.5095238095238095,129,4,KAMPONG BUGIS,64
0,CENTRAL REGION,40,5,0.5150793650793651,131,4,KAMPONG BUGIS,64
0,CENTRAL REGION,40,22,0.4333333333333333,110,4,KAMPONG BUGIS,64
0,CENTRAL REGION,40,23,0.4440476190476191,113,4,KAMPONG BUGIS,64
0,CENTRAL REGION,41,0,0.33508063087010453,85,9,CRAWFORD,278
0,CENTRAL REGION,41,1,0.323669147616516,82,9,CRAWFORD,278
0,CENTRAL REGION,41,2,0.31827441077441077,81,9,CRAWFORD,278
0,CENTRAL REGION,41,3,0.2947656388445862,75,9,CRAWFORD,278
0,CENTRAL REGION,41,4,0.3322855750487329,84,9,CRAWFORD,278
0,CENTRAL REGION,41,5,0.38335216197058297,97,9,CRAWFORD,278
0,CENTRAL REGION,41,22,0.556894825447457,142,9,CRAWFORD,278
0,CENTRAL REGION,41,23,0.42734826333510545,108,9,CRAWFORD,278
0,CENTRAL REGION,42,0,0.0,0,8,KALLANG BAHRU,131
0,CENTRAL REGION,43,0,0.4648826482159816,118,2,LITTLE INDIA,75
0,CENTRAL REGION,43,1,0.4279499050332384,109,2,LITTLE INDIA,75
0,CENTRAL REGION,43,2,0.37124118165784836,94,2,LITTLE INDIA,75
0,CENTRAL REGION,43,3,0.39822106905440235,101,2,LITTLE INDIA,75
0,CENTRAL REGION,43,4,0.4231066001899335,107,2,LITTLE INDIA,75
0,CENTRAL REGION,43,5,0.5039911477411477,128,2,LITTLE INDIA,75
0,CENTRAL REGION,43,22,0.36290021706688375,92,2,LITTLE INDIA,75
0,CENTRAL REGION,43,23,0.4538503934337268,115,2,LITTLE INDIA,75
0,CENTRAL REGION,44,0,0.4241486959464224,108,1,FARRER PARK,107
0,CENTRAL REGION,44,1,0.36824046495322715,93,1,FARRER PARK,107
0,CENTRAL REGION,44,2,0.35047387961075993,89,1,FARRER PARK,107
0,CENTRAL REGION,44,3,0.3986458480774665,101,1,FARRER PARK,107
0,CENTRAL REGION,44,4,0.38965598544586,99,1,FARRER PARK,107
0,CENTRAL REGION,44,5,0.3466573686675058,88,1,FARRER PARK,107
0,CENTRAL REGION,44,22,0.46408963316850343,118,1,FARRER PARK,107
0,CENTRAL REGION,44,23,0.5672491962703494,144,1,FARRER PARK,107
0,CENTRAL REGION,45,0,0.0,0,5,MONK'S HILL,58
0,CENTRAL REGION,46,0,0.23267326732673269,59,3,NEWTON CIRCUS,108
0,CENTRAL REGION,46,1,0.2348391089108911,59,3,NEWTON CIRCUS,108
0,CENTRAL REGION,46,2,0.25030940594059403,63,3,NEWTON CIRCUS,108
0,CENTRAL REGION,46,3,0.25433168316831684,64,3,NEWTON CIRCUS,108
0,CENTRAL REGION,46,4,0.2558787128712871,65,3,NEWTON CIRCUS,108
0,CENTRAL REGION,46,5,0.25433168316831684,64,3,NEWTON CIRCUS,108
0,CENTRAL REGION,46,22,0.11819306930693069,30,3,NEWTON CIRCUS,108
0,CENTRAL REGION,46,23,0.16212871287128713,41,3,NEWTON CIRCUS,108
0,CENTRAL REGION,47,0,0.0,0,1,ORANGE GROVE,63
0,CENTRAL REGION,48,0,0.0,0,1,NASSIM,134
0,CENTRAL REGION,49,0,0.5733333333333334,146,4,TYERSALL,139
0,CENTRAL REGION,49,1,0.5733333333333334,146,4,TYERSALL,139
0,CENTRAL REGION,49,2,0.5733333333333334,146,4,TYERSALL,139
0,CENTRAL REGION,49,3,0.5733333333333334,146,4,TYERSALL,139
0,CENTRAL REGION,49,4,0.5733333333333334,146,4,TYERSALL,139
0,CENTRAL REGION,49,5,0.5733333333333334,146,4,TYERSALL,139
0,CENTRAL REGION,49,22,0.5733333333333334,146,4,TYERSALL,139
0,CENTRAL REGION,49,23,0.5733333333333334,146,4,TYERSALL,139
0,CENTRAL REGION,50,0,0.75,191,7,LEEDON PARK,120
0,CENTRAL REGION,50,1,0.859375,219,7,LEEDON PARK,120
0,CENTRAL REGION,50,2,0.984375,251,7,LEEDON PARK,120
0,CENTRAL REGION,50,3,0.96875,247,7,LEEDON PARK,120
0,CENTRAL REGION,50,4,0.9375,239,7,LEEDON PARK,120
0,CENTRAL REGION,50,5,0.890625,227,7,LEEDON PARK,120
0,CENTRAL REGION,50,22,0.125,31,7,LEEDON PARK,120
0,CENTRAL REGION,50,23,0.5,127,7,LEEDON PARK,120
0,CENTRAL REGION,51,0,0.0,0,4,EAST COAST,50
0,CENTRAL REGION,52,0,0.40446773753477694,103,5,TANJONG RHU,71
0,CENTRAL REGION,52,1,0.40446773753477694,103,5,TANJONG RHU,71
0,CENTRAL REGION,52,2,0.40446773753477694,103,5,TANJONG RHU,71
0,CENTRAL REGION,52,3,0.40446773753477694,103,5,TANJONG RHU,71
0,CENTRAL REGION,52,4,0.40446773753477694,103,5,TANJONG RHU,71
0,CENTRAL REGION,52,5,0.40642086253477694,103,5,TANJONG RHU,71
0,CENTRAL REGION,52,22,0.40837398753477694,104,5,TANJONG RHU,71
0,CENTRAL REGION,52,23,0.40837398753477694,104,5,TANJONG RHU,71
0,CENTRAL REGION,53,0,0.0,0,13,NICOLL,12
0,CENTRAL REGION,54,0,0.5913043478260869,150,5,KAMPONG GLAM,82
0,CENTRAL REGION,54,1,0.6,153,5,KAMPONG GLAM,82
0,CENTRAL REGION,54,2,0.6,153,5,KAMPONG GLAM,82
0,CENTRAL REGION,54,3,0.6,153,5,KAMPONG GLAM,82
0,CENTRAL REGION,54,4,0.6,153,5,KAMPONG GLAM,82
0,CENTRAL REGION,54,5,0.6,153,5,KAMPONG GLAM,82
0,CENTRAL REGION,54,22,0.30359531772575254,77,5,KAMPONG GLAM,82
0,CENTRAL REGION,54,23,0.39964697138610183,101,5,KAMPONG GLAM,82
0,CENTRAL REGION,55,0,0.49642857142857144,126,4,ROCHOR CANAL,85
0,CENTRAL REGION,55,1,0.49642857142857144,126,4,ROCHOR CANAL,85
0,CENTRAL REGION,55,2,0.5,127,4,ROCHOR CANAL,85
0,CENTRAL REGION,55,3,0.49642857142857144,126,4,ROCHOR CANAL,85
0,CENTRAL REGION,55,4,0.49642857142857144,126,4,ROCHOR CANAL,85
0,CENTRAL REGION,55,5,0.49642857142857144,126,4,ROCHOR CANAL,85
0,CENTRAL REGION,55,22,0.46785714285714286,119,4,ROCHOR CANAL,85
0,CENTRAL REGION,55,23,0.47946428571428573,122,4,ROCHOR CANAL,85
0,CENTRAL REGION,56,0,0.5,127,3,SUNGEI ROAD,69
0,CENTRAL REGION,56,1,0.7272727272727273,185,3,SUNGEI ROAD,69
0,CENTRAL REGION,56,2,0.6306818181818182,160,3,SUNGEI ROAD,69
0,CENTRAL REGION,56,3,0.4318181818181818,110,3,SUNGEI ROAD,69
0,CENTRAL REGION,56,4,0.5568181818181819,141,3,SUNGEI ROAD,69
0,CENTRAL REGION,56,5,0.6846590909090909,174,3,SUNGEI ROAD,69
0,CENTRAL REGION,56,22,0.011363636363636364,2,3,SUNGEI ROAD,69
0,CENTRAL REGION,56,23,0.2897727272727273,73,3,SUNGEI ROAD,69
0,CENTRAL REGION,57,0,0.5,127,6,MACKENZIE,68
0,CENTRAL REGION,57,1,0.5,127,6,MACKENZIE,68
0,CENTRAL REGION,57,2,0.5,127,6,MACKENZIE,68
0,CENTRAL REGION,57,3,0.5,127,6,MACKENZIE,68
0,CENTRAL REGION,57,4,0.5,127,6,MACKENZIE,68
0,CENTRAL REGION,57,5,0.5,127,6,MACKENZIE,68
0,CENTRAL REGION,57,22,0.5,127,6,MACKENZIE,68
0,CENTRAL REGION,57,23,0.5,127,6,MACKENZIE,68
0,CENTRAL REGION,58,0,0.6078431372549019,155,6,ISTANA NEGARA,74
